
── Enrich Member Votes ─────────────────────────────────────────────────
Mode: full | Limit: all
(node:92656) [DEP0205] DeprecationWarning: `module.register()` is deprecated. Use `module.registerHooks()` instead.
  [failed] 114_s_2943 roll 158: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/158?api_key=REDACTED&format=json
  [failed] 114_s_2943 roll 158: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/158?api_key=REDACTED&format=json
  [failed] 114_s_2943 roll 158: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/158?api_key=REDACTED&format=json
  [failed] 114_s_612 roll 162: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/162?api_key=REDACTED&format=json
  [failed] 114_s_612 roll 622: Congress API 404 at https://api.congress.gov/v3/vote/114/house/2/622?api_key=REDACTED&format=json
  [failed] 114_hr_6297 roll 155: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/155?api_key=REDACTED&format=json
  [failed] 114_s_2873 roll 154: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/154?api_key=REDACTED&format=json
  [failed] 114_hr_644 roll 21: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/21?api_key=REDACTED&format=json
  [failed] 114_hr_644 roll 21: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/21?api_key=REDACTED&format=json
  [failed] 114_hr_644 roll 80: Congress API 404 at https://api.congress.gov/v3/vote/114/house/1/80?api_key=REDACTED&format=json
  [failed] 114_hr_34 roll 156: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/156?api_key=REDACTED&format=json
  [failed] 114_hr_2028 roll 160: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/160?api_key=REDACTED&format=json
  [failed] 114_hr_2028 roll 160: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/2/160?api_key=REDACTED&format=json
  [failed] 114_hr_2028 roll 160: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/160?api_key=REDACTED&format=json
  [failed] 114_hr_2028 roll 215: Congress API 404 at https://api.congress.gov/v3/vote/114/house/1/215?api_key=REDACTED&format=json
  [failed] 114_hr_2029 roll 336: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/336?api_key=REDACTED&format=json
  [failed] 114_hr_2029 roll 336: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/336?api_key=REDACTED&format=json
  [failed] 114_hr_2029 roll 336: Congress API 404 at https://api.congress.gov/v3/vote/114/senate/1/336?api_key=REDACTED&format=json
  [failed] 114_hr_2029 roll 193: Congress API 404 at https://api.congress.gov/v3/vote/114/house/1/193?api_key=REDACTED&format=json
  [failed] 115_s_114 roll 438: Congress API 404 at https://api.congress.gov/v3/vote/115/house/1/438?api_key=REDACTED&format=json
  [failed] 115_hjres_67 roll 99: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/1/99?api_key=REDACTED&format=json
  [failed] 115_hjres_67 roll 95: Congress API 404 at https://api.congress.gov/v3/vote/115/house/1/95?api_key=REDACTED&format=json
  [failed] 115_hjres_41 roll 51: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/1/51?api_key=REDACTED&format=json
  [failed] 115_hjres_41 roll 72: Congress API 404 at https://api.congress.gov/v3/vote/115/house/1/72?api_key=REDACTED&format=json
  [failed] 115_hjres_43 roll 101: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/1/101?api_key=REDACTED&format=json
  [failed] 115_hjres_43 roll 99: Congress API 404 at https://api.congress.gov/v3/vote/115/house/1/99?api_key=REDACTED&format=json
  [failed] 115_hr_3364 roll 175: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/1/175?api_key=REDACTED&format=json
  [failed] 115_sjres_34 roll 202: Congress API 404 at https://api.congress.gov/v3/vote/115/house/1/202?api_key=REDACTED&format=json
  [failed] 115_sjres_34 roll 94: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/1/94?api_key=REDACTED&format=json
  [failed] 115_hjres_83 roll 93: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/1/93?api_key=REDACTED&format=json
  [failed] 115_hjres_83 roll 121: Congress API 404 at https://api.congress.gov/v3/vote/115/house/1/121?api_key=REDACTED&format=json
  [failed] 115_s_1094 roll 307: Congress API 404 at https://api.congress.gov/v3/vote/115/house/1/307?api_key=REDACTED&format=json
  [failed] 115_hjres_69 roll 92: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/1/92?api_key=REDACTED&format=json
  [failed] 115_hjres_69 roll 98: Congress API 404 at https://api.congress.gov/v3/vote/115/house/1/98?api_key=REDACTED&format=json
  [failed] 115_hjres_66 roll 120: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/1/120?api_key=REDACTED&format=json
  [failed] 115_hjres_66 roll 96: Congress API 404 at https://api.congress.gov/v3/vote/115/house/1/96?api_key=REDACTED&format=json
  [failed] 115_hjres_42 roll 87: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/1/87?api_key=REDACTED&format=json
  [failed] 115_hjres_42 roll 97: Congress API 404 at https://api.congress.gov/v3/vote/115/house/1/97?api_key=REDACTED&format=json
  [failed] 115_hjres_58 roll 83: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/1/83?api_key=REDACTED&format=json
  [failed] 115_hjres_58 roll 85: Congress API 404 at https://api.congress.gov/v3/vote/115/house/1/85?api_key=REDACTED&format=json
  [failed] 115_hjres_57 roll 84: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/1/84?api_key=REDACTED&format=json
  [failed] 115_hjres_57 roll 84: Congress API 404 at https://api.congress.gov/v3/vote/115/house/1/84?api_key=REDACTED&format=json
  [failed] 115_hjres_44 roll 82: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/1/82?api_key=REDACTED&format=json
  [failed] 115_hjres_44 roll 83: Congress API 404 at https://api.congress.gov/v3/vote/115/house/1/83?api_key=REDACTED&format=json
  [failed] 115_hjres_37 roll 81: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/1/81?api_key=REDACTED&format=json
  [failed] 115_hjres_37 roll 76: Congress API 404 at https://api.congress.gov/v3/vote/115/house/1/76?api_key=REDACTED&format=json
  [failed] 115_hr_72 roll 28: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/1/28?api_key=REDACTED&format=json
  [failed] 115_s_84 roll 59: Congress API 404 at https://api.congress.gov/v3/vote/115/house/1/59?api_key=REDACTED&format=json
  [failed] 115_s_84 roll 27: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/1/27?api_key=REDACTED&format=json
  [failed] 115_hr_1 roll 303: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/1/303?api_key=REDACTED&format=json
  [failed] 115_hr_1 roll 637: Congress API 404 at https://api.congress.gov/v3/vote/115/house/1/637?api_key=REDACTED&format=json
  [failed] 115_hjres_40 roll 66: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/1/66?api_key=REDACTED&format=json
  [failed] 115_hjres_40 roll 77: Congress API 404 at https://api.congress.gov/v3/vote/115/house/1/77?api_key=REDACTED&format=json
  [failed] 115_hjres_99 roll 236: Congress API 404 at https://api.congress.gov/v3/vote/115/house/1/236?api_key=REDACTED&format=json
  [failed] 115_hr_2810 roll 199: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/1/199?api_key=REDACTED&format=json
  [failed] 115_hr_2810 roll 199: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/1/199?api_key=REDACTED&format=json
  [failed] 115_hr_2810 roll 199: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/1/199?api_key=REDACTED&format=json
  [failed] 115_hr_2810 roll 378: Congress API 404 at https://api.congress.gov/v3/vote/115/house/1/378?api_key=REDACTED&format=json
  [failed] 115_hjres_123 roll 670: Congress API 404 at https://api.congress.gov/v3/vote/115/house/1/670?api_key=REDACTED&format=json
  [failed] 115_hjres_111 roll 249: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/1/249?api_key=REDACTED&format=json
  [failed] 115_hjres_111 roll 412: Congress API 404 at https://api.congress.gov/v3/vote/115/house/1/412?api_key=REDACTED&format=json
  [failed] 115_s_585 roll 568: Congress API 404 at https://api.congress.gov/v3/vote/115/house/1/568?api_key=REDACTED&format=json
  [failed] 115_hr_2266 roll 246: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/1/246?api_key=REDACTED&format=json
  [failed] 115_hr_3823 roll 542: Congress API 404 at https://api.congress.gov/v3/vote/115/house/1/542?api_key=REDACTED&format=json
  [failed] 115_hr_601 roll 191: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/1/191?api_key=REDACTED&format=json
  [failed] 115_hr_2430 roll 187: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/1/187?api_key=REDACTED&format=json
  [failed] 115_hr_2430 roll 187: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/1/187?api_key=REDACTED&format=json
  [failed] 115_hjres_38 roll 43: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/1/43?api_key=REDACTED&format=json
  [failed] 115_hjres_38 roll 73: Congress API 404 at https://api.congress.gov/v3/vote/115/house/1/73?api_key=REDACTED&format=json
  [failed] 115_hr_1892 roll 30: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/30?api_key=REDACTED&format=json
  [failed] 115_s_756 roll 267: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/267?api_key=REDACTED&format=json
  [failed] 115_hr_2 roll 143: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/143?api_key=REDACTED&format=json
  [failed] 115_hr_2 roll 143: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/143?api_key=REDACTED&format=json
  [failed] 115_hr_2 roll 284: Congress API 404 at https://api.congress.gov/v3/vote/115/house/2/284?api_key=REDACTED&format=json
  [failed] 115_hr_2 roll 284: Congress API 404 at https://api.congress.gov/v3/vote/115/house/2/284?api_key=REDACTED&format=json
  [failed] 115_s_140 roll 240: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/240?api_key=REDACTED&format=json
  [failed] 115_s_140 roll 240: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/240?api_key=REDACTED&format=json
  [failed] 115_s_140 roll 240: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/240?api_key=REDACTED&format=json
  [failed] 115_s_140 roll 11: Congress API 404 at https://api.congress.gov/v3/vote/115/house/2/11?api_key=REDACTED&format=json
  [failed] 115_hr_6 roll 210: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/210?api_key=REDACTED&format=json
  [failed] 115_hr_6 roll 288: Congress API 404 at https://api.congress.gov/v3/vote/115/house/2/288?api_key=REDACTED&format=json
  [failed] 115_s_3021 roll 224: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/224?api_key=REDACTED&format=json
  [failed] 115_s_2554 roll 209: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/209?api_key=REDACTED&format=json
  [failed] 115_hr_302 roll 219: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/219?api_key=REDACTED&format=json
  [failed] 115_hr_1301 roll 136: Congress API 404 at https://api.congress.gov/v3/vote/115/house/1/136?api_key=REDACTED&format=json
  [failed] 115_s_139 roll 11: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/11?api_key=REDACTED&format=json
  [failed] 115_s_139 roll 16: Congress API 404 at https://api.congress.gov/v3/vote/115/house/2/16?api_key=REDACTED&format=json
  [failed] 115_hr_6157 roll 211: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/211?api_key=REDACTED&format=json
  [failed] 115_hr_6157 roll 211: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/211?api_key=REDACTED&format=json
  [failed] 115_hr_6157 roll 313: Congress API 404 at https://api.congress.gov/v3/vote/115/house/2/313?api_key=REDACTED&format=json
  [failed] 115_hr_5895 roll 139: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/139?api_key=REDACTED&format=json
  [failed] 115_hr_5895 roll 139: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/139?api_key=REDACTED&format=json
  [failed] 115_hr_5895 roll 257: Congress API 404 at https://api.congress.gov/v3/vote/115/house/2/257?api_key=REDACTED&format=json
  [failed] 115_hr_195 roll 16: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/16?api_key=REDACTED&format=json
  [failed] 115_hr_195 roll 16: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/16?api_key=REDACTED&format=json
  [failed] 115_hr_5515 roll 128: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/128?api_key=REDACTED&format=json
  [failed] 115_hr_5515 roll 128: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/128?api_key=REDACTED&format=json
  [failed] 115_hr_5515 roll 128: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/128?api_key=REDACTED&format=json
  [failed] 115_hr_5515 roll 230: Congress API 404 at https://api.congress.gov/v3/vote/115/house/2/230?api_key=REDACTED&format=json
  [failed] 115_s_2372 roll 104: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/104?api_key=REDACTED&format=json
  [failed] 115_s_2372 roll 189: Congress API 404 at https://api.congress.gov/v3/vote/115/house/2/189?api_key=REDACTED&format=json
  [failed] 115_s_204 roll 214: Congress API 404 at https://api.congress.gov/v3/vote/115/house/2/214?api_key=REDACTED&format=json
  [failed] 115_s_2155 roll 216: Congress API 404 at https://api.congress.gov/v3/vote/115/house/2/216?api_key=REDACTED&format=json
  [failed] 115_s_2155 roll 54: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/54?api_key=REDACTED&format=json
  [failed] 115_s_2155 roll 54: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/54?api_key=REDACTED&format=json
  [failed] 115_s_2155 roll 54: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/54?api_key=REDACTED&format=json
  [failed] 115_sjres_57 roll 171: Congress API 404 at https://api.congress.gov/v3/vote/115/house/2/171?api_key=REDACTED&format=json
  [failed] 115_sjres_57 roll 76: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/76?api_key=REDACTED&format=json
  [failed] 115_hr_1865 roll 60: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/60?api_key=REDACTED&format=json
  [failed] 115_hr_1865 roll 60: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/60?api_key=REDACTED&format=json
  [failed] 115_hr_1865 roll 91: Congress API 404 at https://api.congress.gov/v3/vote/115/house/2/91?api_key=REDACTED&format=json
  [failed] 115_hr_1625 roll 62: Congress API 404 at https://api.congress.gov/v3/vote/115/senate/2/62?api_key=REDACTED&format=json
  [failed] 116_s_578 roll 250: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/2/250?api_key=REDACTED&format=json
  [failed] 116_s_1790 roll 398: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/1/398?api_key=REDACTED&format=json
  [failed] 116_s_1790 roll 398: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/1/398?api_key=REDACTED&format=json
  [failed] 116_s_1790 roll 398: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/1/398?api_key=REDACTED&format=json
  [failed] 116_s_1790 roll 398: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/1/398?api_key=REDACTED&format=json
  [failed] 116_hr_3055 roll 364: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/1/364?api_key=REDACTED&format=json
  [failed] 116_hr_3055 roll 364: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/1/364?api_key=REDACTED&format=json
  [failed] 116_hr_3055 roll 364: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/1/364?api_key=REDACTED&format=json
  [failed] 116_hr_3055 roll 408: Congress API 404 at https://api.congress.gov/v3/vote/116/house/1/408?api_key=REDACTED&format=json
  [failed] 116_hjres_31 roll 25: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/1/25?api_key=REDACTED&format=json
  [failed] 116_hjres_31 roll 51: Congress API 404 at https://api.congress.gov/v3/vote/116/house/1/51?api_key=REDACTED&format=json
  [failed] 116_hr_2157 roll 129: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/1/129?api_key=REDACTED&format=json
  [failed] 116_hr_2157 roll 202: Congress API 404 at https://api.congress.gov/v3/vote/116/house/1/202?api_key=REDACTED&format=json
  [failed] 116_hr_1957 roll 121: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/2/121?api_key=REDACTED&format=json
  [failed] 116_hr_1957 roll 121: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/2/121?api_key=REDACTED&format=json
  [failed] 116_hr_1957 roll 121: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/2/121?api_key=REDACTED&format=json
  [failed] 116_hr_1865 roll 413: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/1/413?api_key=REDACTED&format=json
  [failed] 116_hr_748 roll 80: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/2/80?api_key=REDACTED&format=json
  [failed] 116_hr_748 roll 80: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/2/80?api_key=REDACTED&format=json
  [failed] 116_hr_748 roll 80: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/2/80?api_key=REDACTED&format=json
  [failed] 116_hr_1158 roll 427: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/1/427?api_key=REDACTED&format=json
  [failed] 116_s_47 roll 22: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/1/22?api_key=REDACTED&format=json
  [failed] 116_s_47 roll 22: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/1/22?api_key=REDACTED&format=json
  [failed] 116_s_47 roll 22: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/1/22?api_key=REDACTED&format=json
  [failed] 116_hr_1327 roll 224: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/1/224?api_key=REDACTED&format=json
  [failed] 116_hr_266 roll 27: Congress API 404 at https://api.congress.gov/v3/vote/116/house/1/27?api_key=REDACTED&format=json
  [failed] 116_hjres_28 roll 46: Congress API 404 at https://api.congress.gov/v3/vote/116/house/1/46?api_key=REDACTED&format=json
  [failed] 116_hr_3877 roll 262: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/1/262?api_key=REDACTED&format=json
  [failed] 116_hr_3877 roll 262: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/1/262?api_key=REDACTED&format=json
  [failed] 116_hr_3877 roll 511: Congress API 404 at https://api.congress.gov/v3/vote/116/house/1/511?api_key=REDACTED&format=json
  [failed] 116_hr_4378 roll 311: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/1/311?api_key=REDACTED&format=json
  [failed] 116_hr_4378 roll 538: Congress API 404 at https://api.congress.gov/v3/vote/116/house/1/538?api_key=REDACTED&format=json
  [failed] 116_hr_5430 roll 14: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/2/14?api_key=REDACTED&format=json
  [failed] 116_hr_5430 roll 701: Congress API 404 at https://api.congress.gov/v3/vote/116/house/1/701?api_key=REDACTED&format=json
  [failed] 116_hr_6074 roll 66: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/2/66?api_key=REDACTED&format=json
  [failed] 116_hr_6201 roll 76: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/2/76?api_key=REDACTED&format=json
  [failed] 116_hr_6395 roll 292: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/2/292?api_key=REDACTED&format=json
  [failed] 116_hr_6395 roll 292: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/2/292?api_key=REDACTED&format=json
  [failed] 116_hr_6395 roll 152: Congress API 404 at https://api.congress.gov/v3/vote/116/house/2/152?api_key=REDACTED&format=json
  [failed] 116_hr_6395 roll 292: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/2/292?api_key=REDACTED&format=json
  [failed] 116_hr_3401 roll 185: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/1/185?api_key=REDACTED&format=json
  [failed] 116_hr_3401 roll 185: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/1/185?api_key=REDACTED&format=json
  [failed] 116_hr_3401 roll 414: Congress API 404 at https://api.congress.gov/v3/vote/116/house/1/414?api_key=REDACTED&format=json
  [failed] 116_hr_8337 roll 197: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/2/197?api_key=REDACTED&format=json
  [failed] 116_hr_8337 roll 197: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/2/197?api_key=REDACTED&format=json
  [failed] 116_s_151 roll 127: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/1/127?api_key=REDACTED&format=json
  [failed] 116_hr_2333 roll 390: Congress API 404 at https://api.congress.gov/v3/vote/116/senate/1/390?api_key=REDACTED&format=json
  [failed] 117_hr_8404 roll 362: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/2/362?api_key=REDACTED&format=json
  [failed] 117_hr_8404 roll 362: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/2/362?api_key=REDACTED&format=json
  [failed] 117_hr_8404 roll 373: Congress API 404 at https://api.congress.gov/v3/vote/117/house/2/373?api_key=REDACTED&format=json
  [failed] 117_hr_1868 roll 142: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/1/142?api_key=REDACTED&format=json
  [failed] 117_hr_1868 roll 96: Congress API 404 at https://api.congress.gov/v3/vote/117/house/1/96?api_key=REDACTED&format=json
  [failed] 117_s_3905 roll 524: Congress API 404 at https://api.congress.gov/v3/vote/117/house/2/524?api_key=REDACTED&format=json
  [failed] 117_s_3522 roll 141: Congress API 404 at https://api.congress.gov/v3/vote/117/house/2/141?api_key=REDACTED&format=json
  [failed] 117_hr_1652 roll 272: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/1/272?api_key=REDACTED&format=json
  [failed] 117_hr_7776 roll 394: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/2/394?api_key=REDACTED&format=json
  [failed] 117_hr_7776 roll 394: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/2/394?api_key=REDACTED&format=json
  [failed] 117_hr_5376 roll 325: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/2/325?api_key=REDACTED&format=json
  [failed] 117_hr_5376 roll 385: Congress API 404 at https://api.congress.gov/v3/vote/117/house/1/385?api_key=REDACTED&format=json
  [failed] 117_hr_6833 roll 351: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/2/351?api_key=REDACTED&format=json
  [failed] 117_hr_6833 roll 351: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/2/351?api_key=REDACTED&format=json
  [failed] 117_hr_6833 roll 102: Congress API 404 at https://api.congress.gov/v3/vote/117/house/2/102?api_key=REDACTED&format=json
  [failed] 117_s_3373 roll 272: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/2/272?api_key=REDACTED&format=json
  [failed] 117_s_3373 roll 309: Congress API 404 at https://api.congress.gov/v3/vote/117/house/2/309?api_key=REDACTED&format=json
  [failed] 117_s_1942 roll 540: Congress API 404 at https://api.congress.gov/v3/vote/117/house/2/540?api_key=REDACTED&format=json
  [failed] 117_hr_4346 roll 268: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/2/268?api_key=REDACTED&format=json
  [failed] 117_hr_4346 roll 239: Congress API 404 at https://api.congress.gov/v3/vote/117/house/1/239?api_key=REDACTED&format=json
  [failed] 117_hr_4373 roll 129: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/2/129?api_key=REDACTED&format=json
  [failed] 117_hr_4373 roll 243: Congress API 404 at https://api.congress.gov/v3/vote/117/house/1/243?api_key=REDACTED&format=json
  [failed] 117_s_4003 roll 525: Congress API 404 at https://api.congress.gov/v3/vote/117/house/2/525?api_key=REDACTED&format=json
  [failed] 117_hr_263 roll 415: Congress API 404 at https://api.congress.gov/v3/vote/117/house/2/415?api_key=REDACTED&format=json
  [failed] 117_s_4524 roll 480: Congress API 404 at https://api.congress.gov/v3/vote/117/house/2/480?api_key=REDACTED&format=json
  [failed] 117_hjres_100 roll 372: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/2/372?api_key=REDACTED&format=json
  [failed] 117_hjres_100 roll 490: Congress API 404 at https://api.congress.gov/v3/vote/117/house/2/490?api_key=REDACTED&format=json
  [failed] 117_s_1098 roll 448: Congress API 404 at https://api.congress.gov/v3/vote/117/house/2/448?api_key=REDACTED&format=json
  [failed] 117_s_2938 roll 240: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/2/240?api_key=REDACTED&format=json
  [failed] 117_s_2938 roll 212: Congress API 404 at https://api.congress.gov/v3/vote/117/house/2/212?api_key=REDACTED&format=json
  [failed] 117_hr_7691 roll 191: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/2/191?api_key=REDACTED&format=json
  [failed] 117_hr_7691 roll 191: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/2/191?api_key=REDACTED&format=json
  [failed] 117_hr_7691 roll 191: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/2/191?api_key=REDACTED&format=json
  [failed] 117_hr_7691 roll 145: Congress API 404 at https://api.congress.gov/v3/vote/117/house/2/145?api_key=REDACTED&format=json
  [failed] 117_s_937 roll 165: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/1/165?api_key=REDACTED&format=json
  [failed] 117_s_937 roll 165: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/1/165?api_key=REDACTED&format=json
  [failed] 117_hr_1799 roll 140: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/1/140?api_key=REDACTED&format=json
  [failed] 117_hr_1799 roll 140: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/1/140?api_key=REDACTED&format=json
  [failed] 117_s_1301 roll 411: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/1/411?api_key=REDACTED&format=json
  [failed] 117_s_1301 roll 310: Congress API 404 at https://api.congress.gov/v3/vote/117/house/1/310?api_key=REDACTED&format=json
  [failed] 117_hr_6119 roll 477: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/1/477?api_key=REDACTED&format=json
  [failed] 117_hr_6119 roll 399: Congress API 404 at https://api.congress.gov/v3/vote/117/house/1/399?api_key=REDACTED&format=json
  [failed] 117_hr_5305 roll 397: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/1/397?api_key=REDACTED&format=json
  [failed] 117_hr_5305 roll 397: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/1/397?api_key=REDACTED&format=json
  [failed] 117_hr_5305 roll 267: Congress API 404 at https://api.congress.gov/v3/vote/117/house/1/267?api_key=REDACTED&format=json
  [failed] 117_hr_3076 roll 71: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/2/71?api_key=REDACTED&format=json
  [failed] 117_hr_3076 roll 71: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/2/71?api_key=REDACTED&format=json
  [failed] 117_hr_3076 roll 71: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/2/71?api_key=REDACTED&format=json
  [failed] 117_hr_3076 roll 38: Congress API 404 at https://api.congress.gov/v3/vote/117/house/2/38?api_key=REDACTED&format=json
  [failed] 117_s_1605 roll 496: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/1/496?api_key=REDACTED&format=json
  [failed] 117_s_1605 roll 405: Congress API 404 at https://api.congress.gov/v3/vote/117/house/1/405?api_key=REDACTED&format=json
  [failed] 117_s_610 roll 490: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/1/490?api_key=REDACTED&format=json
  [failed] 117_s_610 roll 404: Congress API 404 at https://api.congress.gov/v3/vote/117/house/1/404?api_key=REDACTED&format=json
  [failed] 117_hr_3237 roll 287: Congress API 404 at https://api.congress.gov/v3/vote/117/senate/1/287?api_key=REDACTED&format=json
