nctId,title,sponsor,primaryCompletionDate,completionDate,overallStatus,hasResults,classifiedStatus,reason
NCT00325819,"Acetaminophen Before Vaccines for Infants Study (AVIS)","Kaiser Permanente",2009-09,2009-09,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT02080819,"Striatal Effective Connectivity to Predict Treatment Response in Cocaine Misuse","Virginia Commonwealth University",2017-01-21,2017-01-21,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT04592419,"A Study to Evaluate the Efficacy, Durability, and Safety of KSI-301 Compared to Aflibercept in Patients With Macular Edema Due to Retinal Vein Occlusion (RVO)","Kodiak Sciences Inc",2022-06-10,2023-01-19,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT05377619,"Preventing Gastric Glitch With Prucalopride and Buspirone: N-of-1 Clinical Trial","Universidade de Passo Fundo",2022-03-06,2022-03-06,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 1516d and no coverage in 1516d — the press dropped a still-unresolved story."
NCT01394419,"Effect of N-acetylcysteine on Prevention of Acute Kidney Injury in High Risk Patients Undergoing Off-pump Coronary Artery Bypass Graft","Yonsei University",2012-04,2012-04,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 4875d and no coverage in 4875d — the press dropped a still-unresolved story."
NCT00612430,"Ph II Bevacizumab + Etoposide for Pts w Recurrent MG","Duke University",2008-09,2011-09,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT03570541,"TQL-block for Laparoscopic Hemicolectomy","Zealand University Hospital",2020-12-05,2021-01-03,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 2003d and no coverage in 2003d — the press dropped a still-unresolved story."
NCT01820754,"Evaluation of Circulating T Cells and Tumor Infiltrating Lymphocytes (TILs) During / After Pre-Surgery Chemotherapy in Non-Small Cell Lung Cancer (NSCLC)","Duke University",2018-04-30,2018-04-30,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT01101841,"24-Week Efficacy & Safety Study of Brisdelle™ (Formerly Known as Mesafem) in the Treatment of Vasomotor Symptoms","Noven Therapeutics",2011-09,2011-11,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT04280705,"Adaptive COVID-19 Treatment Trial (ACTT)","National Institute of Allergy and Infectious Diseases (NIAID)",2020-05-21,2020-05-21,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT01534494,"Effects and Therapeutic Potential of Psilocybin in Alcohol Dependence","University of New Mexico",2013-09,2014-03,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT01096966,"Study of the Efficacy and Safety of Bupivacaine TTS Patch in Patients With Chronic Low Back Pain","Durect",2011-02,2011-02,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 1487d and no coverage in 1487d — the press dropped a still-unresolved story."
NCT01272466,"Vaccination With Peptides From Anti-apoptotic Proteins in Relapsed Multiple Myeloma","Herlev Hospital",2012-02,2015-01-01,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 2871d and no coverage in 2871d — the press dropped a still-unresolved story."
NCT02119429,"Pumpkin Seed Oil Supplementation in Premenopausal Women","Texas Woman's University",2015-05,2015-05,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 4041d and no coverage in 4041d — the press dropped a still-unresolved story."
NCT01864551,"Olanzapine Compared to Lamotrigine in the Prevention of Depressive Episode in the Patients With Bipolar Disorder","Tri-Service General Hospital (TSGH)",2009-07,2012-09,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 4791d and no coverage in 4791d — the press dropped a still-unresolved story."
NCT01584531,"Efficacy and Safety of Oral Rigosertib in Transfusion-dependent, Low or Int-1 or Trisomy 8 Int-2 Myelodysplastic Syndrome","Traws Pharma, Inc.",2015-05,2015-11,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 3302d and no coverage in 3302d — the press dropped a still-unresolved story."
NCT00711802,"Safety and Efficacy Study of Daptomycin in Pediatric Participants (1 to 17 Years-old) With Skin and Skin Structure Infections","Cubist Pharmaceuticals LLC, a subsidiary of Merck & Co., Inc. (Rahway, New Jersey USA)",2013-10-11,2013-10-11,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT05004753,"A Study to Evaluate the Safety and Efficacy of Artemisinin- a Herbal Supplement on COVID-19 Subjects","Mateon Therapeutics",2021-02-28,2021-04-30,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 1766d and no coverage in 1766d — the press dropped a still-unresolved story."
NCT02208037,"Novel Approaches for Graft-versus-Host Disease Prevention Compared to Contemporary Controls (BMT CTN 1203)","National Heart, Lung, and Blood Institute (NHLBI)",2017-10,2017-10,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00857545,"OPT-821 With or Without Vaccine Therapy in Treating Patients With Ovarian Epithelial Cancer, Fallopian Tube Cancer, or Peritoneal Cancer in Second or Third Complete Remission","Gynecologic Oncology Group",2015-09,,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT01512745,"Phase III Study of Apatinib Tablets in the Treatment of Advanced or Metastatic Gastric Cancer","Jiangsu HengRui Medicine Co., Ltd.",2013-05,2013-05,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT01060072,"Evaluation of Loteprednol Etabonate Versus Vehicle for the Treatment of Inflammation and Pain Following Cataract Surgery","Bausch & Lomb Incorporated",2010-09,2010-10,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT02132195,"Adrenocorticotropic Hormone (ACTH) for Frequently Relapsing and Steroid Dependent Nephrotic Syndrome","Emory University",2018-01,2018-03,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT03664739,"Study Comparing the Safety and Efficacy of IDP-120 Gel and IDP-120 Vehicle Gel in the Treatment of Acne Vulgaris","Bausch Health Americas, Inc.",2020-03-23,2020-03-23,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT02607839,"Regulation of Intestinal and Hepatic Lipoprotein Particle Production by Blood Glucose in Humans","University Health Network, Toronto",2015-04,2015-09,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 3888d and no coverage in 3888d — the press dropped a still-unresolved story."
NCT02582177,"Effectiveness Study of Ketoconazole and Betamethasone to Treat Fungal Infection and Dermatophytosis","Ache Laboratorios Farmaceuticos S.A.",2020-01-20,2020-03-24,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 1755d and no coverage in 1755d — the press dropped a still-unresolved story."
NCT03592277,"Vitamin C & Thiamine to Treat Sepsis and Septic Shock","Trinity Health Of New England",2021-02-22,2021-02-22,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT03921775,"A Clinical Study of Remimazolam Tosilate Compared to Propofol for General Anesthesia During Elective Surgery","Jiangsu HengRui Medicine Co., Ltd.",2019-12-30,2019-12-30,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 2248d and no coverage in 2248d — the press dropped a still-unresolved story."
NCT03824912,"Clinical Study to Evaluate the Therapeutic Equivalence of Ketoconazole Cream 2% in the Treatment of Tinea Pedis","Encube Ethicals Pvt. Ltd.",2019-01-24,2019-01-24,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT01543412,"Second Line Chemotherapy for Advanced Pancreatic Cancer","Gruppo Italiano per lo studio dei Carcinomi dell'Apparato Digerente",2011-06,2011-12,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 5241d and no coverage in 5241d — the press dropped a still-unresolved story."
NCT02228681,"Everolimus and Letrozole or Hormonal Therapy to Treat Endometrial Cancer","GOG Foundation",2018-01,2024-08-22,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT01371981,"Bortezomib and Sorafenib Tosylate in Treating Patients With Newly Diagnosed Acute Myeloid Leukemia","National Cancer Institute (NCI)",2019-03-31,2026-03-31,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT02053519,"Can Vitamin D Supplementation Improve Hepatitis C Cure Rates","University of Dundee",2016-04,2016-10,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 3545d and no coverage in 3545d — the press dropped a still-unresolved story."
NCT00415519,"Efficacy and Safety Study of MCI-186 for Treatment of Amyotrophic Lateral Sclerosis (ALS) Who Met Severity Classification III","Tanabe Pharma Corporation",2008-07,2008-07,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT02666430,"Extension Study to Assess Safety and Efficacy of Mylan's Insulin Glargine and Lantus® in Type 1 Diabetes Mellitus (T1DM) Patients","Mylan Inc.",2017-03,2017-07,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT03410030,"Trial of Ascorbic Acid (AA) + Nanoparticle Paclitaxel Protein Bound + Cisplatin + Gemcitabine (AA NABPLAGEM)","HonorHealth Research Institute",2021-09-14,2022-01-10,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 1180d and no coverage in 1180d — the press dropped a still-unresolved story."
NCT00564330,"In Vivo Quantification of Dental Demineralisation Using OCT With and Without Esomeprazole","Brain-Gut Research Group",2008-04,2008-05,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 4337d and no coverage in 4337d — the press dropped a still-unresolved story."
NCT01171365,"Small Particle Steroids in Refractory Asthma","University of Nottingham",2013-10,2013-12,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 4544d and no coverage in 4544d — the press dropped a still-unresolved story."
NCT01307865,"Volume Restoration of the Aging Midface With Sculptra Aesthetic","Williams Center Plastic Surgery Specialists",2012-06,2013-06,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 4651d and no coverage in 4651d — the press dropped a still-unresolved story."
NCT05315128,"Intralesional Versus Intramuscular Methotrexate for Non-melanoma Skin Cancers","Zagazig University",2021-08-10,2021-12-06,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 1556d and no coverage in 1556d — the press dropped a still-unresolved story."
NCT02145767,"Progesterone for the Prevention of Miscarriage and Preterm Birth in Women With First Trimester Bleeding: PREEMPT Trial","Sir Mortimer B. Davis - Jewish General Hospital",2021-02,2021-02,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 1783d and no coverage in 1783d — the press dropped a still-unresolved story."
NCT01106742,"Agaricus Blazei Murill (ABM) in Patients With Inflammatory Bowel Disease (IBD)","Ullevaal University Hospital",2011-07,2011-07,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 5471d and no coverage in 5471d — the press dropped a still-unresolved story."
NCT06051786,"A Study to Evaluate the Safety and Effectiveness of a Nasal Spray to Treat Perennial Allergic Rhinitis","Synmosa Biopharma Corp.",2021-07-20,2021-07-20,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 1020d and no coverage in 1020d — the press dropped a still-unresolved story."
NCT02060383,"Study of Management of Pasireotide-induced Hyperglycemia in Adult Patients With Cushing's Disease or Acromegaly","Novartis Pharmaceuticals",2018-02-05,2018-03-26,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT01320241,"Radiation Stent Versus Self-expanding Metallic Stents (SEMS) for Palliative Treatment of Malignant Biliary Stricture","Southeast University, China",2012-03,2012-03,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 5213d and no coverage in 5213d — the press dropped a still-unresolved story."
NCT00496054,"Safety,Tolerability and Immunogenicity of Vaccination With Rotateq in Healthy Infants in India (V260-021)","Merck Sharp & Dohme LLC",2008-10,2008-10,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT04131894,"Effects of Autogenous Dentin Graft on Socket Preservation","Bahçeşehir University",2018-04-30,2018-08-27,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 2458d and no coverage in 2458d — the press dropped a still-unresolved story."
NCT00623194,"Safety Follow-up on Children and Adolescents With Type 1 Diabetes Treated With Insulin Detemir. An Extension to Trial NN304-1689","Novo Nordisk A/S",2009-09,2009-09,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00116922,"A Lifestyle and Combination Medication Therapy Diabetes Prevention Study","Samuel Lunenfeld Research Institute, Mount Sinai Hospital",2010-01,2010-01,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 5161d and no coverage in 5161d — the press dropped a still-unresolved story."
NCT01027351,"Extension Study Evaluating Antibody Persistence and Safety, Tolerability and Immunogenicity of Booster Doses of Novartis rMenB±OMV NZ Vaccine in Healthy UK Children Who Previously Received One or Four Doses of the Same Vaccine","Novartis Vaccines",2010-09,2012-05,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT02225431,"Personalized Versus Standard Hydration for Prevention of CI-AKI: a Randomized Trial With Bioimpedance Analysis","Ospedale Misericordia e Dolce",2015-04,2015-04,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 3921d and no coverage in 3921d — the press dropped a still-unresolved story."
NCT01455831,"Extended Peri-operative Tinzaparin to Improve Disease-free Survival in Patients With Resectable Colorectal Cancer","Ottawa Hospital Research Institute",2020-12-31,2021-02-01,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 1881d and no coverage in 1881d — the press dropped a still-unresolved story."
NCT01370031,"Pilot Pharmacokinetic Clenil Study With AeroChamber Plus™ or Volumatic™ Spacer Devices","Chiesi Farmaceutici S.p.A.",2011-06,2011-06,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 3390d and no coverage in 3390d — the press dropped a still-unresolved story."
NCT00812331,"A Study to Assess the Anti-viral Activity, Safety, Tolerability and Pharmacokinetics of TMC435350 in Participants Infected With Hepatitis C-Virus (HCV)","Tibotec Pharmaceuticals, Ireland",2009-11,2009-11,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00538902,"Safety and Efficacy Study of Adalimumab in Adult Chinese Rheumatoid Arthritis Subjects Treated With Methotrexate","Abbott",2008-07,2009-12,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00558753,"Prospective, Randomized Controlled Trial on Perioperative Pregabalin to Reduce Late-onset CRPS After TKA","Rush University Medical Center",2010-06,2010-06,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT02771353,"The HeartSpare Plus 1B Trial","Royal Marsden NHS Foundation Trust",2019-01-15,2019-01-15,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 1544d and no coverage in 1544d — the press dropped a still-unresolved story."
NCT04310995,"Different Anti-Spastic Therapy Strategies After CABG Using Radial Artery Grafts","Ruijin Hospital",2023-02-02,2026-05-31,COMPLETED,false,OPEN,"Material development 2d ago."
NCT01657539,"Effect of Probiotics Containing Yogurts on the Composition of Biofilms in Patients Under Orthodontic Treatment","Federal University of Pelotas",2012-08,2013-03,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 4679d and no coverage in 4679d — the press dropped a still-unresolved story."
NCT00325039,"TOMUS-Trial Of Mid-Urethral Slings","Carelon Research",2010-06,2013-06,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT02594839,"Safety and Efficacy of Allogeneic Mesenchymal Stem Cells in Patients With Rapidly Progressive Interstitial Lung Disease","Federal Research Clinical Center of Federal Medical & Biological Agency, Russia",2018-01,2018-01,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 3105d and no coverage in 3105d — the press dropped a still-unresolved story."
NCT00460577,"Efficacy of Formoterol vs Ipatropioum Bromide Plus Fenoterol in Children (5-<12 Years) With Acute Bronchial Obstruction","Novartis",2008-09,2008-09,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT04914377,"To Evaluate the Safety and Efficacy of TQ Formula in Covid-19 Participants","Novatek Pharmaceuticals",2021-12-16,2022-01-01,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT03104075,"Genomics and Epigenomics of the Elderly Response to Pneumococcal Vaccines","The Jackson Laboratory",2019-12-05,2020-08-29,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00540657,"A Phase II Study of CCX282-B in Patients With Celiac Disease","Amgen",2008-06,2008-07,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 492d and no coverage in 492d — the press dropped a still-unresolved story."
NCT00419601,"Rapip Study: Clinical Trial on Remifentanyl for Analgesia and Sedation of Ventilated Neonates and Infants","University of Cologne",2010-04,2010-04,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 5860d and no coverage in 5860d — the press dropped a still-unresolved story."
NCT00931801,"BATAR: Individuals Currently Taking Boosted Atazanavir as Part of an HIV Treatment Regimen Will be Evaluated to See if Substituting Raltegravir for Nucleoside Transcriptase Inhibitors Will be Safe and Well Tolerated.","Community Research Initiative of New England",2012-02,2012-03,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00306501,"Volitional Swallowing in Stroke Patients With Chronic Dysphagia","National Institute of Neurological Disorders and Stroke (NINDS)",2009-12-16,2009-12-16,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 3296d and no coverage in 3296d — the press dropped a still-unresolved story."
NCT01288001,"Study of Evaluating the Duration of Efficacy of One Intra Articular Injection of Sodium Hyaluronate 2.0% in Patients With Painful Osteoarthritis of the Knee","TRB Chemedica",2011-12,2012-07,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 4980d and no coverage in 4980d — the press dropped a still-unresolved story."
NCT00993681,"Travelers' Diarrhea (TD) Vaccine Pivotal Efficacy Study","Intercell USA, Inc.",2010-11,2011-04,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 5232d and no coverage in 5232d — the press dropped a still-unresolved story."
NCT00450112,"Gel-200 Extension and Open-Label Study in Osteoarthritis of the Knee","Seikagaku Corporation",2009-06,2009-06,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00659828,"Effects of Leptin Replacement in Children","University of Miami",2010-04-16,2010-04-16,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT02149628,"The Effect of Propofol Based Total Intravenous Anesthesia on Oxidative Stress and Nitric Oxide","Yonsei University",2015-02,2015-02,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 4000d and no coverage in 4000d — the press dropped a still-unresolved story."
NCT03794765,"Antibiotics as an Adjuvant in Patients With Acute Severe Ulcerative Colitis","Post Graduate Institute of Medical Education and Research, Chandigarh",2020-03-04,2020-04-04,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 2038d and no coverage in 2038d — the press dropped a still-unresolved story."
NCT04283500,"Buprenorphine Loading in the Emergency Department","NYU Langone Health",2023-02-25,2023-02-25,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00477607,"Alpha-Lipoic Acid in Preventing Hearing Loss in Cancer Patients Undergoing Treatment With Cisplatin","US Department of Veterans Affairs",2011-03,2011-06,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT01966042,"Study Protocol of Intramyocardial Injection of Autologous Bone Marrow Stem Cells for Refractory Angina","CellPraxis Bioengenharia Ltda.",2011-11,2012-12,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT01071369,"Treatment of Chronic Thoracic and Neck and Upper Extremity Pain","Pain Management Center of Paducah",2008-02,2012-06,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 3362d and no coverage in 3362d — the press dropped a still-unresolved story."
NCT02746783,"Immunogenicity and Safety of the Seasonal Flu Vaccine in Elderly and in SOT Recipients","University of Lausanne Hospitals",2015-07,2015-07,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 2298d and no coverage in 2298d — the press dropped a still-unresolved story."
NCT04246541,"Ketorolac as an Adjuvant Agent for Postoperative Pain Control Following Arthroscopic Meniscus Surgery","University Hospitals Cleveland Medical Center",2021-09-12,2021-09-12,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT01954966,"Progesterone and Brain Imaging Study","University of Pennsylvania",2021-12,2021-12,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT03226522,"Addressing Dementia Via Agitation-Centered Evaluation","Axsome Therapeutics, Inc.",2020-04-17,2020-04-17,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT01740531,"Study to Evaluate Efficacy and Safety of S303 Treated Red Blood Cells (RBCs)in Subjects With Thalassemia Major Requiring Chronic RBC Transfusion","Cerus Corporation",2017-12-21,2017-12-31,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 2915d and no coverage in 2915d — the press dropped a still-unresolved story."
NCT05111431,"A Trial of Dexmedetomidine Hydrochloride Nasal Spray in Preoperative Sedation of Children","Shanghai Hengrui Pharmaceutical Co., Ltd.",2022-05-20,2022-05-20,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 1342d and no coverage in 1342d — the press dropped a still-unresolved story."
NCT05361031,"The Safety and Tolerability of Engensis (VM202) in Patients With Charcot-Marie-Tooth Disease Subtype 1A (CMT1A)","Helixmith Co., Ltd.",2021-09-09,2022-02-22,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00536302,"A Placebo-Controlled Study of Collagen Hydrolysate in Subjects With Knee Osteoarthritis (OA)","GELITA",2008-11,2009-01,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 6364d and no coverage in 6364d — the press dropped a still-unresolved story."
NCT00006237,"S0008: Chemotherapy Plus Biological Therapy in Treating Patients With Melanoma","SWOG Cancer Research Network",2012-07,2012-07,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00088595,"Study Evaluating SOM230 in Patients With Metastatic Carcinoid Tumors","Novartis Pharmaceuticals",2008-07,2008-07,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00461695,"Influence of Persistent CMV-infection on Immune Senescence","University of Zurich",2008-08,2010-12,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 4701d and no coverage in 4701d — the press dropped a still-unresolved story."
NCT00786877,"Cookstove Replacement for Prevention of ALRI and Low Birthweight in Nepal","Johns Hopkins Bloomberg School of Public Health",2014-05,2014-05,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 4194d and no coverage in 4194d — the press dropped a still-unresolved story."
NCT00129675,"Study of Individuals With Parkinson's Symptoms But in Whom There is Diagnostic Uncertainty","Institute for Neurodegenerative Disorders",2009-05,2009-05,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 4378d and no coverage in 4378d — the press dropped a still-unresolved story."
NCT00877175,"Comparison of Instillation and Packing in Mydriasis for Premature Infants","Khon Kaen University",2009-05,2009-06,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 5237d and no coverage in 5237d — the press dropped a still-unresolved story."
NCT03744312,"Imaging Inflammation in Alzheimer's Disease With 11C-ER176","Columbia University",2022-07-20,2022-07-20,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT01679912,"A Call Center During HAE Attacks (SOS HAE)","Assistance Publique - Hôpitaux de Paris",2016-09,2016-09,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 3497d and no coverage in 3497d — the press dropped a still-unresolved story."
NCT01986881,"Cardiovascular Outcomes Following Ertugliflozin Treatment in Type 2 Diabetes Mellitus Participants With Vascular Disease, The VERTIS CV Study (MK-8835-004)","Merck Sharp & Dohme LLC",2019-12-27,2019-12-27,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00804219,"Humoral and Cellular Immunity of Low and High-responders After Tick-borne Encephalitis Vaccination","Medical University of Vienna",2010-11,2010-11,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 5468d and no coverage in 5468d — the press dropped a still-unresolved story."
NCT00844519,"Effect of Maraviroc on Endothelial Function in HIV-Infected Patients","University of California, San Francisco",2012-12,2014-06,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT03852719,"Study to Assess Efficacy and Safety of Bulevirtide in Participants With Chronic Hepatitis Delta (CHD)","Gilead Sciences",2020-11-26,2024-08-08,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT01991457,"Fludarabine / Total Body Irradiation Regimen for ALLO HCT in Acute Lymphoblastic Leukemia","University of Alabama at Birmingham",2020-01-30,2022-08-23,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT04207801,"A Phase II Study to Evaluate Efficacy & Safety of AUR101 in Patients of Moderate-to-Severe Psoriasis","Aurigene Discovery Technologies Limited",2021-03-20,2021-04-15,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00194012,"Study of Aripiprazole (Abilify) Versus Placebo in Children With Subsyndromal Bipolar Disorder","University Hospitals Cleveland Medical Center",2012-05,2012-06,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT04772742,"Eptinezumab in Adults With Migraine and Medication Overuse Headache","H. Lundbeck A/S",2022-05-23,2022-09-30,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 1349d and no coverage in 1349d — the press dropped a still-unresolved story."
NCT04003142,"A Study to Find Out if Fezolinetant Helps Reduce Moderate to Severe Hot Flashes in Women Going Through Menopause - 2","Astellas Pharma Global Development, Inc.",2020-07-30,2021-04-23,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00625573,"Phase II Trial of Abraxane and Capecitabine in Metastatic Colon Cancer (COL 01)","Mt. Sinai Medical Center, Miami",2009-02,2009-03,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 6140d and no coverage in 6140d — the press dropped a still-unresolved story."
NCT03318783,"Subarachnoid Hemorrhage and Soluble Epoxide Hydrolase Inhibition Trial","Oregon Health and Science University",2019-04-03,2020-01-09,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT01890941,"A Late Phase II Study of KCT-0809 in Patients With Dry Eye Syndromes","Kissei Pharmaceutical Co., Ltd.",2014-03,,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 3918d and no coverage in 3918d — the press dropped a still-unresolved story."
NCT01235754,"Extension Study to Assess Persistence of Benefit of LibiGel for the Treatment of Hypoactive Sexual Desire Disorder (HSDD)","BioSante Pharmaceuticals",2011-12,2012-01,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 4930d and no coverage in 4930d — the press dropped a still-unresolved story."
NCT00905905,"Additive Effect of Ezetimibe Upon Simvastatin During Myocardial Infarction","Brasilia Heart Study Group",2009-12,2010-01,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 5953d and no coverage in 5953d — the press dropped a still-unresolved story."
NCT01365494,"Immunogenicity and Safety of Rabies Vaccine, Administered With Two Different Simulated Post Exposure Schedules","Novartis Vaccines",2011-11,2011-11,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT02067156,"Efficacy, Safety and CNS Exposure of G-202 (Mipsagargin) in Patients With Recurrent or Progressive Glioblastoma","GenSpera, Inc.",2016-12,2017-02,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT01948856,"CLEARI (Clinical Efficacy Assessment on Recurrent Upper-Respiratory Tract Infections) Study","Pierre Fabre Medicament",2016-10-17,2016-12-13,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 3445d and no coverage in 3445d — the press dropped a still-unresolved story."
